formula,reagent,detection,instrument,phase,environment,setting,biome,reference,doi,note
C6H12O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 63 条 | 原文离子式: C6H12IO3-，原文 m/z 258.984 Th（[M+I]-，算得 258.984，Δ 0.3 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C3H3NO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 64 条 | 原文离子式: C3H3NIO5-，原文 m/z 259.906 Th（[M+I]-，算得 259.906，Δ 0.1 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C4H3ClO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 66 条 | 原文离子式: C4H3ClIO3-，原文 m/z 260.882 Th（[M+I]-，算得 260.882，Δ 0.1 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C4H6O5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 67 条 | 原文离子式: C4H6IO5-，原文 m/z 260.927 Th（[M+I]-，算得 260.927，Δ 0.5 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C5H10O4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 68 条 | 原文离子式: C5H10IO4-，原文 m/z 260.963 Th（[M+I]-，算得 260.963，Δ 0.1 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C3H5NO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 69 条 | 原文离子式: C3H5NIO5-，原文 m/z 261.922 Th（[M+I]-，算得 261.922，Δ 0.2 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C4H5ClO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 70 条 | 原文离子式: C4H5ClIO3-，原文 m/z 262.898 Th（[M+I]-，算得 262.898，Δ 0.3 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C4H8O5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 71 条 | 原文离子式: C4H8IO5-，原文 m/z 262.942 Th（[M+I]-，算得 262.942，Δ 0.2 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C4H7ClO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 73 条 | 原文离子式: C4H7ClIO3-，原文 m/z 264.913 Th（[M+I]-，算得 264.913，Δ 0.4 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C4H10O5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 74 条 | 原文离子式: C4H10IO5-，原文 m/z 264.958 Th（[M+I]-，算得 264.958，Δ 0.2 mDa） | DBE 0，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C6H5NO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 75 条 | 原文离子式: C6H5NIO3-，原文 m/z 265.932 Th（[M+I]-，算得 265.932，Δ 0.0 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C7H8O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 77 条 | 原文离子式: C7H8IO3-，原文 m/z 266.952 Th（[M+I]-，算得 266.952，Δ 0.4 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C6H6O4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 78 条 | 原文离子式: C6H6IO4-，原文 m/z 268.932 Th（[M+I]-，算得 268.932，Δ 0.4 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C7H10O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 79 条 | 原文离子式: C7H10IO3-，原文 m/z 268.968 Th（[M+I]-，算得 268.968，Δ 0.0 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C5H4O5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 80 条 | 原文离子式: C5H4IO5-，原文 m/z 270.911 Th（[M+I]-，算得 270.911，Δ 0.1 mDa） | DBE 4，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C6H8O4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 81 条 | 原文离子式: C6H8IO4-，原文 m/z 270.947 Th（[M+I]-，算得 270.947，Δ 0.3 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C7H12O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 82 条 | 原文离子式: C7H12IO3-，原文 m/z 270.984 Th（[M+I]-，算得 270.984，Δ 0.3 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C5H7NO4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 83 条 | 原文离子式: C5H7NIO4-，原文 m/z 271.943 Th（[M+I]-，算得 271.943，Δ 0.5 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C6H10O4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 84 条 | 原文离子式: C6H10IO4-，原文 m/z 272.963 Th（[M+I]-，算得 272.963，Δ 0.1 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C7H14O3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 85 条 | 原文离子式: C7H14IO3-，原文 m/z 272.999 Th（[M+I]-，算得 272.999，Δ 0.3 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C4H5NO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 86 条 | 原文离子式: C4H5NIO5-，原文 m/z 273.922 Th（[M+I]-，算得 273.922，Δ 0.2 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C5H9NO4,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 87 条 | 原文离子式: C5H9NIO4-，原文 m/z 273.958 Th（[M+I]-，算得 273.958，Δ 0.2 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C5H5ClO3,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 88 条 | 原文离子式: C5H5ClIO3-，原文 m/z 274.898 Th（[M+I]-，算得 274.898，Δ 0.3 mDa） | DBE 3，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C5H8O5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 89 条 | 原文离子式: C5H8IO5-，原文 m/z 274.942 Th（[M+I]-，算得 274.942，Δ 0.2 mDa） | DBE 2，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
C4H7NO5,I-,adduct,FIGAERO-I-CIMS (HR-ToF-CIMS),gas/particle,chamber; UT Austin environmental chamber; alpha-pinene + Cl2/UV with NO (alpha-pinene+Cl+NO system),chamber,,"Masoud and Ruiz, 2021, ACS Earth Space Chem.",10.1021/acsearthspacechem.1c00150,"alpha-蒎烯 + Cl + NO 体系拟合峰表第 90 条 | 原文离子式: C4H7NIO5-，原文 m/z 275.937 Th（[M+I]-，算得 275.937，Δ 0.4 mDa） | DBE 1，整数 ⇒ 闭壳层 | 第 0 步依据：SI Table S1 表头明写 ""m/z (**I- included**)"" + ""Elemental formula""，即列出的是**离子式**（含碘）。中性式 = 离子式 − I（团簇加合）；不含 I 的离子按 [M-H]- 还原（中性 = 离子 + H）。645 行全部用给出的三位小数 m/z 独立验算通过（校验 A） | source: SI Table S1"
